,pageNumber,pageSize,previousPage,nextPage,pages,total,data,id,name,iso3,iso2,longitude,latitude
87,2,100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=1&pageSize=100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=3&pageSize=100,3,298,"{'id': 688, 'name': 'Serbia', 'iso3': 'SRB', 'iso2': 'RS', 'longitude': 21.005859375, 'latitude': 44.01652145385742}",688,Serbia,SRB,RS,21.005859375,44.01652145385742
88,2,100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=1&pageSize=100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=3&pageSize=100,3,298,"{'id': 690, 'name': 'Seychelles', 'iso3': 'SYC', 'iso2': 'SC', 'longitude': 55.49197769165039, 'latitude': -4.679574012756348}",690,Seychelles,SYC,SC,55.49197769165039,-4.679574012756348
89,2,100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=1&pageSize=100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=3&pageSize=100,3,298,"{'id': 694, 'name': 'Sierra Leone', 'iso3': 'SLE', 'iso2': 'SL', 'longitude': -11.779889106750488, 'latitude': 8.460555076599121}",694,Sierra Leone,SLE,SL,-11.779889106750488,8.460555076599121
90,2,100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=1&pageSize=100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=3&pageSize=100,3,298,"{'id': 702, 'name': 'Singapore', 'iso3': 'SGP', 'iso2': 'SG', 'longitude': 103.81983947753906, 'latitude': 1.3520829677581787}",702,Singapore,SGP,SG,103.81983947753906,1.3520829677581787
91,2,100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=1&pageSize=100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=3&pageSize=100,3,298,"{'id': 703, 'name': 'Slovakia', 'iso3': 'SVK', 'iso2': 'SK', 'longitude': 19.699024200439453, 'latitude': 48.66902542114258}",703,Slovakia,SVK,SK,19.699024200439453,48.66902542114258
92,2,100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=1&pageSize=100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=3&pageSize=100,3,298,"{'id': 704, 'name': 'Viet Nam', 'iso3': 'VNM', 'iso2': 'VN', 'longitude': 108.27719879150392, 'latitude': 14.058323860168455}",704,Viet Nam,VNM,VN,108.27719879150392,14.058323860168455
93,2,100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=1&pageSize=100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=3&pageSize=100,3,298,"{'id': 705, 'name': 'Slovenia', 'iso3': 'SVN', 'iso2': 'SI', 'longitude': 14.995463371276855, 'latitude': 46.151241302490234}",705,Slovenia,SVN,SI,14.995463371276855,46.151241302490234
94,2,100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=1&pageSize=100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=3&pageSize=100,3,298,"{'id': 706, 'name': 'Somalia', 'iso3': 'SOM', 'iso2': 'SO', 'longitude': 46.199615478515625, 'latitude': 5.152149200439453}",706,Somalia,SOM,SO,46.199615478515625,5.152149200439453
95,2,100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=1&pageSize=100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=3&pageSize=100,3,298,"{'id': 710, 'name': 'South Africa', 'iso3': 'ZAF', 'iso2': 'ZA', 'longitude': 22.9375057220459, 'latitude': -30.55948257446289}",710,South Africa,ZAF,ZA,22.9375057220459,-30.55948257446289
96,2,100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=1&pageSize=100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=3&pageSize=100,3,298,"{'id': 716, 'name': 'Zimbabwe', 'iso3': 'ZWE', 'iso2': 'ZW', 'longitude': 29.154857635498047, 'latitude': -19.015438079833984}",716,Zimbabwe,ZWE,ZW,29.154857635498047,-19.015438079833984
97,2,100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=1&pageSize=100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=3&pageSize=100,3,298,"{'id': 724, 'name': 'Spain', 'iso3': 'ESP', 'iso2': 'ES', 'longitude': -3.74921989440918, 'latitude': 40.463668823242195}",724,Spain,ESP,ES,-3.74921989440918,40.463668823242195
98,2,100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=1&pageSize=100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=3&pageSize=100,3,298,"{'id': 728, 'name': 'South Sudan', 'iso3': 'SSD', 'iso2': 'SS', 'longitude': 31.306978225708008, 'latitude': 6.8769917488098145}",728,South Sudan,SSD,SS,31.306978225708008,6.8769917488098145
99,2,100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=1&pageSize=100,https://population.un.org/dataportalapi/api/v1/locations/?pageNumber=3&pageSize=100,3,298,"{'id': 729, 'name': 'Sudan', 'iso3': 'SDN', 'iso2': 'SD', 'longitude': 30.21763610839844, 'latitude': 12.862807273864746}",729,Sudan,SDN,SD,30.21763610839844,12.862807273864746
